Ko	gene	name	EC
K00486	KMO	kynurenine 3-monooxygenase	[EC:1.14.13.9]
K00491	nos	nitric-oxide synthase, bacterial	[EC:1.14.13.165]
K00496	alkB1_2	alkane 1-monooxygenase	[EC:1.14.15.3]
K00499	CMO	choline monooxygenase	[EC:1.14.15.7]
K00500	phhA, PAH	phenylalanine-4-hydroxylase	[EC:1.14.16.1]
K00501	TH	tyrosine 3-monooxygenase	[EC:1.14.16.2]
K00502	TPH1_2	tryptophan 5-monooxygenase	[EC:1.14.16.4]
K00503	DBH	dopamine beta-monooxygenase	[EC:1.14.17.1]
K00504	PAM, PHM	peptidylglycine monooxygenase	[EC:1.14.17.3]
K00505	TYR	tyrosinase	[EC:1.14.18.1]
K00506	TYRP1	tyrosinase-related protein 1	[EC:1.14.18.-]
K00507	SCD, desC	stearoyl-CoA desaturase (Delta-9 desaturase)	[EC:1.14.19.1]
K00508	E1.14.19.3	linoleoyl-CoA desaturase	[EC:1.14.19.3]
K00510	HMOX, hmuO, ho	heme oxygenase (biliverdin-producing)	[EC:1.14.14.18]
K00511	SQLE, ERG1	squalene monooxygenase	[EC:1.14.14.17]
K00512	CYP17A	steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase	[EC:1.14.14.19 1.14.14.32]
K00514	ZDS, crtQ	zeta-carotene desaturase	[EC:1.3.5.6]
K00515	BCMO1, BCDO1	beta-carotene 15,15'-dioxygenase	[EC:1.13.11.63]
K00518	sodN	nickel superoxide dismutase	[EC:1.15.1.1]
K00520	merA	mercuric reductase	[EC:1.16.1.1]
K00523	ascD, ddhD, rfbI	CDP-4-dehydro-6-deoxyglucose reductase, E3	[EC:1.17.1.1]
K00524	nrdJ	ribonucleotide reductase, class II	[EC:1.17.4.1]
K00525	E1.17.4.1A, nrdA, nrdE	ribonucleoside-diphosphate reductase alpha chain	[EC:1.17.4.1]
K00526	E1.17.4.1B, nrdB, nrdF	ribonucleoside-diphosphate reductase beta chain	[EC:1.17.4.1]
K00527	nrdD	ribonucleoside-triphosphate reductase	[EC:1.17.4.2]
K00528	fpr	ferredoxin--NADP+ reductase	[EC:1.18.1.2]
K00537	ARSC1, arsC	arsenate reductase	[EC:1.20.4.1]
K00544	BHMT	betaine-homocysteine S-methyltransferase	[EC:2.1.1.5]
K00545	COMT	catechol O-methyltransferase	[EC:2.1.1.6]
K00547	mmuM, BHMT2	homocysteine S-methyltransferase	[EC:2.1.1.10]
K00548	metH, MTR	5-methyltetrahydrofolate--homocysteine methyltransferase	[EC:2.1.1.13]
K00549	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	[EC:2.1.1.14]
K00552	GNMT	glycine N-methyltransferase	[EC:2.1.1.20]
K00554	trmD	tRNA (guanine37-N1)-methyltransferase	[EC:2.1.1.228]
K00555	TRMT1, trm1	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase	[EC:2.1.1.215 2.1.1.216]
K00556	trmH	tRNA (guanosine-2'-O-)-methyltransferase	[EC:2.1.1.34]
K00558	DNMT1, dcm	DNA (cytosine-5)-methyltransferase 1	[EC:2.1.1.37]
K00559	E2.1.1.41, SMT1, ERG6	sterol 24-C-methyltransferase	[EC:2.1.1.41]
K00560	thyA, TYMS	thymidylate synthase	[EC:2.1.1.45]
K00561	ermC, ermA	23S rRNA (adenine-N6)-dimethyltransferase	[EC:2.1.1.184]
K00563	rlmA1	23S rRNA (guanine745-N1)-methyltransferase	[EC:2.1.1.187]
K00564	rsmC	16S rRNA (guanine1207-N2)-methyltransferase	[EC:2.1.1.172]
K00565	RNMT	mRNA (guanine-N7-)-methyltransferase	[EC:2.1.1.56]
K00566	mnmA, trmU, TRMU	tRNA-specific 2-thiouridylase	[EC:2.8.1.-]
K00567	ogt, MGMT	methylated-DNA-[protein]-cysteine S-methyltransferase	[EC:2.1.1.63]
K00568	ubiG	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase	[EC:2.1.1.222 2.1.1.64]
K00569	TPMT, tpmT	thiopurine S-methyltransferase	[EC:2.1.1.67]
K00570	pmtA	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase	[EC:2.1.1.17 2.1.1.71]
K00571	E2.1.1.72	site-specific DNA-methyltransferase (adenine-specific)	[EC:2.1.1.72]
K00573	E2.1.1.77, pcm	protein-L-isoaspartate(D-aspartate) O-methyltransferase	[EC:2.1.1.77]
K00574	cfa	cyclopropane-fatty-acyl-phospholipid synthase	[EC:2.1.1.79]
K00575	cheR	chemotaxis protein methyltransferase CheR	[EC:2.1.1.80]
K00577	mtrA	tetrahydromethanopterin S-methyltransferase subunit A	[EC:2.1.1.86]
K00579	mtrC	tetrahydromethanopterin S-methyltransferase subunit C	[EC:2.1.1.86]
K00580	mtrD	tetrahydromethanopterin S-methyltransferase subunit D	[EC:2.1.1.86]
K00581	mtrE	tetrahydromethanopterin S-methyltransferase subunit E	[EC:2.1.1.86]
K00583	mtrG	tetrahydromethanopterin S-methyltransferase subunit G	[EC:2.1.1.86]
K00584	mtrH	tetrahydromethanopterin S-methyltransferase subunit H	[EC:2.1.1.86]
K00586	DPH5	diphthine methyl ester synthase	[EC:2.1.1.314]
K00587	ICMT, STE14	protein-S-isoprenylcysteine O-methyltransferase	[EC:2.1.1.100]
K00588	E2.1.1.104	caffeoyl-CoA O-methyltransferase	[EC:2.1.1.104]
K00589	MET1	uroporphyrin-III C-methyltransferase	[EC:2.1.1.107]
K00590	E2.1.1.113	site-specific DNA-methyltransferase (cytosine-N4-specific)	[EC:2.1.1.113]
K00591	COQ3	polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase	[EC:2.1.1.114 2.1.1.64]
K00592	E2.1.1.127	[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase	[EC:2.1.1.127]
K00594	xyoA	xylitol oxidase	[EC:1.1.3.41]
K00595	cobL	precorrin-6Y C5,15-methyltransferase (decarboxylating)	[EC:2.1.1.132]
K00596	E4.1.1.64	2,2-dialkylglycine decarboxylase (pyruvate)	[EC:4.1.1.64]
K00597	MTRR	methionine synthase reductase	[EC:1.16.1.8]
K00598	tam	trans-aconitate 2-methyltransferase	[EC:2.1.1.144]
K00599	METTL6	methyltransferase-like protein 6	[EC:2.1.1.-]
K00600	glyA, SHMT	glycine hydroxymethyltransferase	[EC:2.1.2.1]
K00601	E2.1.2.2	phosphoribosylglycinamide formyltransferase	[EC:2.1.2.2]
K00602	purH	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	[EC:2.1.2.3 3.5.4.10]
K00603	fctD	glutamate formiminotransferase	[EC:2.1.2.5]
K00604	MTFMT, fmt	methionyl-tRNA formyltransferase	[EC:2.1.2.9]
K00605	gcvT, AMT	aminomethyltransferase	[EC:2.1.2.10]
K00606	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	[EC:2.1.2.11]
K00609	pyrB, PYR2	aspartate carbamoyltransferase catalytic subunit	[EC:2.1.3.2]
K00610	pyrI	aspartate carbamoyltransferase regulatory subunit
K00611	OTC, argF, argI	ornithine carbamoyltransferase	[EC:2.1.3.3]
K00612	E2.1.3.-	carbamoyltransferase	[EC:2.1.3.-]
K00613	GATM	glycine amidinotransferase	[EC:2.1.4.1]
K00615	E2.2.1.1, tktA, tktB	transketolase	[EC:2.2.1.1]
K00616	E2.2.1.2, talA, talB	transaldolase	[EC:2.2.1.2]
K00619	argA	amino-acid N-acetyltransferase	[EC:2.3.1.1]
K00620	argJ	glutamate N-acetyltransferase / amino-acid N-acetyltransferase	[EC:2.3.1.35 2.3.1.1]
K00621	GNPNAT1, GNA1	glucosamine-phosphate N-acetyltransferase	[EC:2.3.1.4]
K00622	nat	arylamine N-acetyltransferase	[EC:2.3.1.5]
K00623	CHAT	choline O-acetyltransferase	[EC:2.3.1.6]
K00624	E2.3.1.7	carnitine O-acetyltransferase	[EC:2.3.1.7]
K00625	E2.3.1.8, pta	phosphate acetyltransferase	[EC:2.3.1.8]
K00626	E2.3.1.9, atoB	acetyl-CoA C-acetyltransferase	[EC:2.3.1.9]
K00627	DLAT, aceF, pdhC	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)	[EC:2.3.1.12]
K00629	GPAT1_2	glycerol-3-phosphate O-acyltransferase 1/2	[EC:2.3.1.15]
K00630	ATS1	glycerol-3-phosphate O-acyltransferase	[EC:2.3.1.15]
K00631	plsB	glycerol-3-phosphate O-acyltransferase	[EC:2.3.1.15]
K00632	fadA, fadI	acetyl-CoA acyltransferase	[EC:2.3.1.16]
K00634	ptb	phosphate butyryltransferase	[EC:2.3.1.19]
K00639	kbl, GCAT	glycine C-acetyltransferase	[EC:2.3.1.29]
K00640	cysE	serine O-acetyltransferase	[EC:2.3.1.30]
K00641	metX	homoserine O-acetyltransferase	[EC:2.3.1.31]
K00643	E2.3.1.37, ALAS	5-aminolevulinate synthase	[EC:2.3.1.37]
K00645	fabD	[acyl-carrier-protein] S-malonyltransferase	[EC:2.3.1.39]
K00646	pksF	malonyl-ACP decarboxylase
K00647	fabB	3-oxoacyl-[acyl-carrier-protein] synthase I	[EC:2.3.1.41]
K00648	fabH	3-oxoacyl-[acyl-carrier-protein] synthase III	[EC:2.3.1.180]
K00649	GNPAT	glyceronephosphate O-acyltransferase	[EC:2.3.1.42]
K00650	LCAT	lecithin-cholesterol acyltransferase	[EC:2.3.1.43]
K00651	metA	homoserine O-succinyltransferase	[EC:2.3.1.46]
K00652	bioF	8-amino-7-oxononanoate synthase	[EC:2.3.1.47]
K00653	CDY	chromodomain protein Y	[EC:2.3.1.48]
K00654	SPT	serine palmitoyltransferase	[EC:2.3.1.50]
K00655	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	[EC:2.3.1.51]
K00656	E2.3.1.54, pflD	formate C-acetyltransferase	[EC:2.3.1.54]
K00657	speG	diamine N-acetyltransferase	[EC:2.3.1.57]
K00658	DLST, sucB	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	[EC:2.3.1.61]
K00661	maa	maltose O-acetyltransferase	[EC:2.3.1.79]
K00662	aacC	aminoglycoside 3-N-acetyltransferase	[EC:2.3.1.81]
K00665	FASN	fatty acid synthase, animal type	[EC:2.3.1.85]
K00666	K00666	fatty-acyl-CoA synthase	[EC:6.2.1.-]
K00668	FAS1	fatty acid synthase subunit beta, fungi type	[EC:2.3.1.86]
K00670	NAA30, MAK3	N-alpha-acetyltransferase 30	[EC:2.3.1.88]
K00671	E2.3.1.97, NMT	glycylpeptide N-tetradecanoyltransferase	[EC:2.3.1.97]
K00672	ftr	formylmethanofuran--tetrahydromethanopterin N-formyltransferase	[EC:2.3.1.101]
K00673	astA	arginine N-succinyltransferase	[EC:2.3.1.109]
K00674	dapD	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase	[EC:2.3.1.117]
K00675	nhoA	N-hydroxyarylamine O-acetyltransferase	[EC:2.3.1.118]
K00677	lpxA	UDP-N-acetylglucosamine acyltransferase	[EC:2.3.1.129]
K00679	E2.3.1.158	phospholipid:diacylglycerol acyltransferase	[EC:2.3.1.158]
K00681	ggt	gamma-glutamyltranspeptidase / glutathione hydrolase	[EC:2.3.2.2 3.4.19.13]
K00682	GGCT	gamma-glutamylcyclotransferase	[EC:2.3.2.4]
K00683	QPCT	glutaminyl-peptide cyclotransferase	[EC:2.3.2.5]
K00684	aat	leucyl/phenylalanyl-tRNA--protein transferase	[EC:2.3.2.6]
K00685	ATE1, ate1	arginine-tRNA-protein transferase	[EC:2.3.2.8]
K00688	PYG, glgP	glycogen phosphorylase	[EC:2.4.1.1]
K00690	E2.4.1.7	sucrose phosphorylase	[EC:2.4.1.7]
K00691	E2.4.1.8, mapA	maltose phosphorylase	[EC:2.4.1.8]
K00693	GYS	glycogen synthase	[EC:2.4.1.11]
K00694	bcsA	cellulose synthase (UDP-forming)	[EC:2.4.1.12]
K00695	E2.4.1.13	sucrose synthase	[EC:2.4.1.13]
K00696	E2.4.1.14	sucrose-phosphate synthase	[EC:2.4.1.14]
K00697	otsA	trehalose 6-phosphate synthase	[EC:2.4.1.15]
K00698	CHS1	chitin synthase	[EC:2.4.1.16]
K00699	UGT	glucuronosyltransferase	[EC:2.4.1.17]
K00700	GBE1, glgB	1,4-alpha-glucan branching enzyme	[EC:2.4.1.18]
K00702	E2.4.1.20	cellobiose phosphorylase	[EC:2.4.1.20]
K00703	glgA	starch synthase	[EC:2.4.1.21]
K00705	malQ	4-alpha-glucanotransferase	[EC:2.4.1.25]
K00709	ABO	histo-blood group ABO system transferase	[EC:2.4.1.40 2.4.1.37]
K00710	GALNT	polypeptide N-acetylgalactosaminyltransferase	[EC:2.4.1.41]
K00714	WNT8	wingless-type MMTV integration site family, member 8
K00717	FUT8	glycoprotein 6-alpha-L-fucosyltransferase	[EC:2.4.1.68]
K00718	FUT1_2	galactoside 2-L-fucosyltransferase 1/2	[EC:2.4.1.69]
K00720	UGCG	ceramide glucosyltransferase	[EC:2.4.1.80]
K00721	DPM1	dolichol-phosphate mannosyltransferase	[EC:2.4.1.83]
K00726	MGAT1	alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	[EC:2.4.1.101]
K00728	POMT	dolichyl-phosphate-mannose-protein mannosyltransferase	[EC:2.4.1.109]
K00729	ALG5	dolichyl-phosphate beta-glucosyltransferase	[EC:2.4.1.117]
K00731	C1GALT1	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase	[EC:2.4.1.122]
K00733	B4GALT7	xylosylprotein 4-beta-galactosyltransferase	[EC:2.4.1.133]
K00734	B3GALT6	galactosylxylosylprotein 3-beta-galactosyltransferase	[EC:2.4.1.134]
K00735	B3GAT1	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1	[EC:2.4.1.135]
K00736	MGAT2	alpha-1,6-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	[EC:2.4.1.143]
K00737	MGAT3	beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase	[EC:2.4.1.144]
K00738	MGAT4A_B	alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase A/B	[EC:2.4.1.145]
K00741	B3GNT1, B3GNT2	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase	[EC:2.4.1.149]
K00743	GGTA1	N-acetyllactosaminide 3-alpha-galactosyltransferase	[EC:2.4.1.87]
K00744	MGAT5	alpha-1,3(6)-mannosylglycoprotein beta-1,6-N-acetyl-glucosaminyltransferase	[EC:2.4.1.155]
K00746	CSGALNACT1_2	chondroitin sulfate N-acetylgalactosaminyltransferase 1/2	[EC:2.4.1.174 2.4.1.175]
K00748	lpxB	lipid-A-disaccharide synthase	[EC:2.4.1.182]
K00750	GYG1, GYG2	glycogenin	[EC:2.4.1.186]
K00752	hasA	hyaluronan synthase	[EC:2.4.1.212]
K00753	E2.4.1.214	glycoprotein 3-alpha-L-fucosyltransferase	[EC:2.4.1.214]
K00756	pdp	pyrimidine-nucleoside phosphorylase	[EC:2.4.2.2]
K00757	udp, UPP	uridine phosphorylase	[EC:2.4.2.3]
K00758	deoA, TYMP	thymidine phosphorylase	[EC:2.4.2.4]
K00759	APRT, apt	adenine phosphoribosyltransferase	[EC:2.4.2.7]
K00760	hprT, hpt, HPRT1	hypoxanthine phosphoribosyltransferase	[EC:2.4.2.8]
K00761	upp, UPRT	uracil phosphoribosyltransferase	[EC:2.4.2.9]
K00762	pyrE	orotate phosphoribosyltransferase	[EC:2.4.2.10]
K00763	pncB, NAPRT1	nicotinate phosphoribosyltransferase	[EC:6.3.4.21]
K00764	purF, PPAT	amidophosphoribosyltransferase	[EC:2.4.2.14]
K00765	hisG	ATP phosphoribosyltransferase	[EC:2.4.2.17]
K00766	trpD	anthranilate phosphoribosyltransferase	[EC:2.4.2.18]
K00767	nadC, QPRT	nicotinate-nucleotide pyrophosphorylase (carboxylating)	[EC:2.4.2.19]
K00768	E2.4.2.21, cobU, cobT	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	[EC:2.4.2.21]
K00769	gpt	xanthine phosphoribosyltransferase	[EC:2.4.2.22]
K00771	XYLT	protein xylosyltransferase	[EC:2.4.2.26]
K00772	mtaP, MTAP	5'-methylthioadenosine phosphorylase	[EC:2.4.2.28]
K00773	tgt, QTRT1	queuine tRNA-ribosyltransferase	[EC:2.4.2.29]
K00779	SIAT2, ST6GAL2	beta-galactoside alpha2,6-sialyltransferase (sialyltransferase 2)	[EC:2.4.99.1]
K00782	lldG	L-lactate dehydrogenase complex protein LldG
K00783	rlmH	23S rRNA (pseudouridine1915-N3)-methyltransferase	[EC:2.1.1.177]
K00784	rnz	ribonuclease Z	[EC:3.1.26.11]
K00787	FDPS	farnesyl diphosphate synthase	[EC:2.5.1.1 2.5.1.10]
K00788	thiE	thiamine-phosphate pyrophosphorylase	[EC:2.5.1.3]
K00789	metK	S-adenosylmethionine synthetase	[EC:2.5.1.6]
K00790	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	[EC:2.5.1.7]
K00791	miaA, TRIT1	tRNA dimethylallyltransferase	[EC:2.5.1.75]
K00793	ribE, RIB5	riboflavin synthase	[EC:2.5.1.9]
K00794	ribH, RIB4	6,7-dimethyl-8-ribityllumazine synthase	[EC:2.5.1.78]
K00795	ispA	farnesyl diphosphate synthase	[EC:2.5.1.1 2.5.1.10]
K00796	folP	dihydropteroate synthase	[EC:2.5.1.15]
K00797	speE, SRM	spermidine synthase	[EC:2.5.1.16]
K00798	MMAB, pduO	cob(I)alamin adenosyltransferase	[EC:2.5.1.17]
K00799	GST, gst	glutathione S-transferase	[EC:2.5.1.18]
K00800	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	[EC:2.5.1.19]
K00801	FDFT1	farnesyl-diphosphate farnesyltransferase	[EC:2.5.1.21]
K00803	AGPS, agpS	alkyldihydroxyacetonephosphate synthase	[EC:2.5.1.26]
K00804	GGPS1	geranylgeranyl diphosphate synthase, type III	[EC:2.5.1.1 2.5.1.10 2.5.1.29]
K00805	hepST	heptaprenyl diphosphate synthase	[EC:2.5.1.30]
K00806	uppS	undecaprenyl diphosphate synthase	[EC:2.5.1.31]
K00808	hss	homospermidine synthase	[EC:2.5.1.44]
K00809	DHPS, dys	deoxyhypusine synthase	[EC:2.5.1.46]
K00812	aspB	aspartate aminotransferase	[EC:2.6.1.1]
K00813	aspC	aspartate aminotransferase	[EC:2.6.1.1]
K00814	GPT, ALT	alanine transaminase	[EC:2.6.1.2]
K00815	TAT	tyrosine aminotransferase	[EC:2.6.1.5]
K00816	CCBL	kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase	[EC:2.6.1.7 4.4.1.13 2.6.1.64]
K00817	hisC	histidinol-phosphate aminotransferase	[EC:2.6.1.9]
K00818	E2.6.1.11, argD	acetylornithine aminotransferase	[EC:2.6.1.11]
K00819	rocD, OAT	ornithine--oxo-acid transaminase	[EC:2.6.1.13]
K00820	glmS, GFPT	glucosamine--fructose-6-phosphate aminotransferase (isomerizing)	[EC:2.6.1.16]
K00821	argD	acetylornithine/N-succinyldiaminopimelate aminotransferase	[EC:2.6.1.11 2.6.1.17]
K00822	E2.6.1.18	beta-alanine--pyruvate transaminase	[EC:2.6.1.18]
K00823	puuE	4-aminobutyrate aminotransferase	[EC:2.6.1.19]
K00824	dat	D-alanine transaminase	[EC:2.6.1.21]
K00825	AADAT, KAT2	kynurenine/2-aminoadipate aminotransferase	[EC:2.6.1.7 2.6.1.39]
K00826	E2.6.1.42, ilvE	branched-chain amino acid aminotransferase	[EC:2.6.1.42]
K00827	AGXT2	alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase	[EC:2.6.1.44 2.6.1.40]
K00830	AGXT	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase	[EC:2.6.1.44 2.6.1.45 2.6.1.51]
K00831	serC, PSAT1	phosphoserine aminotransferase	[EC:2.6.1.52]
K00832	tyrB	aromatic-amino-acid transaminase	[EC:2.6.1.57]
K00833	bioA	adenosylmethionine---8-amino-7-oxononanoate aminotransferase	[EC:2.6.1.62]
K00835	avtA	valine--pyruvate aminotransferase	[EC:2.6.1.66]
K00836	ectB, dat	diaminobutyrate-2-oxoglutarate transaminase	[EC:2.6.1.76]
K00839	pucG	(S)-ureidoglycine-glyoxylate aminotransferase	[EC:2.6.1.-]
K00844	HK	hexokinase	[EC:2.7.1.1]
K00845	glk	glucokinase	[EC:2.7.1.2]
K00846	KHK	ketohexokinase	[EC:2.7.1.3]
K00847	E2.7.1.4, scrK	fructokinase	[EC:2.7.1.4]
K00848	rhaB	rhamnulokinase	[EC:2.7.1.5]
K00849	galK	galactokinase	[EC:2.7.1.6]
K00850	pfkA, PFK	6-phosphofructokinase 1	[EC:2.7.1.11]
K00851	E2.7.1.12, gntK, idnK	gluconokinase	[EC:2.7.1.12]
K00852	rbsK, RBKS	ribokinase	[EC:2.7.1.15]
K00853	araB	L-ribulokinase	[EC:2.7.1.16]
K00854	xylB, XYLB	xylulokinase	[EC:2.7.1.17]
K00855	PRK, prkB	phosphoribulokinase	[EC:2.7.1.19]
K00856	E2.7.1.20, ADK	adenosine kinase	[EC:2.7.1.20]
K00857	tdk, TK	thymidine kinase	[EC:2.7.1.21]
K00858	ppnK, NADK	NAD+ kinase	[EC:2.7.1.23]
K00859	coaE	dephospho-CoA kinase	[EC:2.7.1.24]
K00860	cysC	adenylylsulfate kinase	[EC:2.7.1.25]
K00861	RFK, FMN1	riboflavin kinase	[EC:2.7.1.26]
K00862	E2.7.1.27	erythritol kinase	[EC:2.7.1.27]
K00863	DAK, TKFC	triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing)	[EC:2.7.1.28 2.7.1.29 4.6.1.15]
K00864	glpK, GK	glycerol kinase	[EC:2.7.1.30]
K00865	glxK, garK	glycerate 2-kinase	[EC:2.7.1.165]
K00867	coaA	type I pantothenate kinase	[EC:2.7.1.33]
K00868	pdxK, pdxY	pyridoxine kinase	[EC:2.7.1.35]
K00869	E2.7.1.36, MVK, mvaK1	mevalonate kinase	[EC:2.7.1.36]
K00871	PHKG	phosphorylase kinase gamma subunit	[EC:2.7.11.19]
K00872	thrB1	homoserine kinase	[EC:2.7.1.39]
K00873	PK, pyk	pyruvate kinase	[EC:2.7.1.40]
K00874	kdgK	2-dehydro-3-deoxygluconokinase	[EC:2.7.1.45]
K00876	udk, UCK	uridine kinase	[EC:2.7.1.48]
K00878	thiM	hydroxyethylthiazole kinase	[EC:2.7.1.50]
K00880	lyxK	L-xylulokinase	[EC:2.7.1.53]
K00882	fruK	1-phosphofructokinase	[EC:2.7.1.56]
K00883	dgoK	2-dehydro-3-deoxygalactonokinase	[EC:2.7.1.58]
K00884	NAGK, nagK	N-acetylglucosamine kinase	[EC:2.7.1.59]
K00886	ppgK	polyphosphate glucokinase	[EC:2.7.1.63]
K00888	PI4KA	phosphatidylinositol 4-kinase A	[EC:2.7.1.67]
K00889	PIP5K	1-phosphatidylinositol-4-phosphate 5-kinase	[EC:2.7.1.68]
K00891	E2.7.1.71, aroK, aroL	shikimate kinase	[EC:2.7.1.71]
K00892	gsk	inosine kinase	[EC:2.7.1.73]
K00894	ETNK, EKI	ethanolamine kinase	[EC:2.7.1.82]
K00895	pfp, pfk	pyrophosphate--fructose-6-phosphate 1-phosphotransferase	[EC:2.7.1.90]
K00897	aphA	kanamycin kinase	[EC:2.7.1.95]
K00898	PDK2_3_4	pyruvate dehydrogenase kinase 2/3/4	[EC:2.7.11.2]
K00899	mtnK	5-methylthioribose kinase	[EC:2.7.1.100]
K00901	dgkA, DGK	diacylglycerol kinase (ATP)	[EC:2.7.1.107]
K00902	E2.7.1.108	dolichol kinase	[EC:2.7.1.108]
K00905	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase	[EC:2.7.11.4]
K00906	aceK	isocitrate dehydrogenase kinase/phosphatase	[EC:2.7.11.5 3.1.3.-]
K00907	MYLK	myosin-light-chain kinase	[EC:2.7.11.18]
K00910	ADRBK, GRK	beta-adrenergic-receptor kinase	[EC:2.7.11.15]
K00911	ITPK	1D-myo-inositol-triphosphate 3-kinase	[EC:2.7.1.127]
K00912	lpxK	tetraacyldisaccharide 4'-kinase	[EC:2.7.1.130]
K00913	ITPK1	inositol-1,3,4-trisphosphate 5/6-kinase / inositol-tetrakisphosphate 1-kinase	[EC:2.7.1.159 2.7.1.134]
K00914	PIK3C3, VPS34	phosphatidylinositol 3-kinase	[EC:2.7.1.137]
K00915	IPMK, IPK2	inositol-polyphosphate multikinase	[EC:2.7.1.140 2.7.1.151]
K00916	CTK1	CTD kinase subunit alpha	[EC:2.7.11.22 2.7.11.23]
K00918	pfkC	ADP-dependent phosphofructokinase/glucokinase	[EC:2.7.1.146 2.7.1.147]
K00919	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	[EC:2.7.1.148]
K00920	PIP4K2	1-phosphatidylinositol-5-phosphate 4-kinase	[EC:2.7.1.149]
K00921	PIKFYVE, FAB1	1-phosphatidylinositol-3-phosphate 5-kinase	[EC:2.7.1.150]
K00922	PIK3C	phosphatidylinositol-4,5-bisphosphate 3-kinase	[EC:2.7.1.153]
K00923	PIK3C2	phosphatidylinositol-4-phosphate 3-kinase	[EC:2.7.1.154]
K00925	ackA	acetate kinase	[EC:2.7.2.1]
K00926	arcC	carbamate kinase	[EC:2.7.2.2]
K00927	PGK, pgk	phosphoglycerate kinase	[EC:2.7.2.3]
K00928	lysC	aspartate kinase	[EC:2.7.2.4]
K00929	E2.7.2.7, buk	butyrate kinase	[EC:2.7.2.7]
K00930	argB	acetylglutamate kinase	[EC:2.7.2.8]
K00931	proB	glutamate 5-kinase	[EC:2.7.2.11]
K00933	E2.7.3.2	creatine kinase	[EC:2.7.3.2]
K00937	ppk	polyphosphate kinase	[EC:2.7.4.1]
K00938	E2.7.4.2, mvaK2	phosphomevalonate kinase	[EC:2.7.4.2]
K00939	adk, AK	adenylate kinase	[EC:2.7.4.3]
K00940	ndk, NME	nucleoside-diphosphate kinase	[EC:2.7.4.6]
K00941	thiD	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	[EC:2.7.1.49 2.7.4.7]
K00942	E2.7.4.8, gmk	guanylate kinase	[EC:2.7.4.8]
K00943	tmk, DTYMK	dTMP kinase	[EC:2.7.4.9]
K00944	AK3	nucleoside-triphosphate--adenylate kinase	[EC:2.7.4.10]
K00945	cmk	cytidylate kinase	[EC:2.7.4.14]
K00946	thiL	thiamine-monophosphate kinase	[EC:2.7.4.16]
K00947	mosAB	molybdenum storage protein
K00948	PRPS, prsA	ribose-phosphate pyrophosphokinase	[EC:2.7.6.1]
K00949	thiN, TPK1, THI80	thiamine pyrophosphokinase	[EC:2.7.6.2]
K00950	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	[EC:2.7.6.3]
K00951	relA	GTP pyrophosphokinase	[EC:2.7.6.5]
K00952	nadM	nicotinamide-nucleotide adenylyltransferase	[EC:2.7.7.1]
K00953	FLAD1	FAD synthetase	[EC:2.7.7.2]
K00954	E2.7.7.3A, coaD, kdtB	pantetheine-phosphate adenylyltransferase	[EC:2.7.7.3]
K00955	cysNC	bifunctional enzyme CysN/CysC	[EC:2.7.7.4 2.7.1.25]
K00956	cysN	sulfate adenylyltransferase subunit 1	[EC:2.7.7.4]
K00957	cysD	sulfate adenylyltransferase subunit 2	[EC:2.7.7.4]
K00958	sat, met3	sulfate adenylyltransferase	[EC:2.7.7.4]
